"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","gender",,"withFamily","age","howDidYouHearAboutThis","howDidYouHearAboutThis1","whatDrewYou","whatDrewYou1","howYouArrive","howYouArrive1","parkingGood","whereLive","whereLive1","wantHappenAgain","spendMoreTimeIfTrafficFree","howMuchSpendingToday","learnAboutNewBusinesses","suggestionsComments","enterRaffleFamilyCycling","likeContactAbout","Type","Platform","Agent","Referrer"
88564788,"2014-05-05 04:37:45","2014-05-05 04:37:45","63.249.68.13","US","United States","California","Male",,1,"63+",,"my daughter told me","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Pleasure Point",,"Yes","Yes","$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564791,"2014-05-05 04:44:03","2014-05-05 04:44:03","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Word of Mouth",,"Free activities| music & info booths",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564793,"2014-05-05 04:46:21","2014-05-05 04:46:21","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40","Word of Mouth",,"Community and family  fun",,"Car",,"No","Santa Cruz",,"Yes","No","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564794,"2014-05-05 04:48:48","2014-05-05 04:48:48","63.249.68.13","US","United States","California","Female",,1,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564795,"2014-05-05 04:51:26","2014-05-05 04:51:26","63.249.68.13","US","United States","California","Female",,2,"41-62","Email/Web",,"Free activities| music & info booths",,"Public Transit",,,"I live outside of the county",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564796,"2014-05-05 04:53:11","2014-05-05 04:53:11","63.249.68.13","US","United States","California","Male",,1,"41-62","Email/Web",,"Free activities| music & info booths",,"Public Transit",,,"I live outside of the county",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564798,"2014-05-05 04:56:43","2014-05-05 04:56:43","63.249.68.13","US","United States","California","Male",,2,"41-62","Good Times ad",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564799,"2014-05-05 04:59:06","2014-05-05 04:59:06","63.249.68.13","US","United States","California","Male",,2,"41-62","Email/Web",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","Yes","more event listings","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564800,"2014-05-05 05:01:19","2014-05-05 05:01:19","63.249.68.13","US","United States","California","Male",,"5+","0-17","Poster/Flier",,"Community and family  fun",,"Bike",,,"Pleasure Point",,"Yes","No","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564802,"2014-05-05 05:04:58","2014-05-05 05:04:58","63.249.68.13","US","United States","California","Male",,3,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,,"drove from SC then got on our bikes and scooters",,"Santa Cruz",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564804,"2014-05-05 05:06:36","2014-05-05 05:06:36","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40","Facebook",,"Free activities| music & info booths",,"Walk",,,"Live Oak",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564805,"2014-05-05 05:10:14","2014-05-05 05:10:14","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62",,"live here",,"walking my dog","Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564806,"2014-05-05 05:13:14","2014-05-05 05:13:14","63.249.68.13","US","United States","California","Male",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564808,"2014-05-05 05:16:22","2014-05-05 05:16:22","63.249.68.13","US","United States","California","Female",,2,"41-62","Facebook| Word of Mouth",,"Free activities| music & info booths",,"Car",,"Yes","Aptos/Rio Del Mar",,"Yes","Yes","$51-100","Yes","great time!","Yes","Volunteer opportunities","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564809,"2014-05-05 05:21:25","2014-05-05 05:21:25","63.249.68.13","US","United States","California","Female",,3,"18-40","Newspaper Article| Poster/Flier",,"Closed road for walking| bicycling & playing",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564810,"2014-05-05 05:24:29","2014-05-05 05:24:29","63.249.68.13","US","United States","California","Female",,4,"41-62","Word of Mouth",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","Yes","some booths sellimg snacks","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564811,"2014-05-05 05:30:23","2014-05-05 05:30:23","63.249.68.13","US","United States","California","Male",,3,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Soquel",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564813,"2014-05-05 05:34:12","2014-05-05 05:34:12","63.249.68.13","US","United States","California","Male",,"I did not come with my family","41-62","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No","the area closed to traffic should be closed permanently. Allowing the addition of outside dining areas to the restaurants.","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564815,"2014-05-05 05:36:23","2014-05-05 05:36:23","63.249.68.13","US","United States","California","Male",,4,"18-40","I just happened upon it",,"Closed road for walking| bicycling & playing",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","No","free donuts!! ","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564817,"2014-05-05 05:38:20","2014-05-05 05:38:20","63.249.68.13","US","United States","California","Male",,2,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,,,"Yes","Yes","$51-100","Yes","more music and food","Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564818,"2014-05-05 05:42:01","2014-05-05 05:42:01","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40",,"haven","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Live Oak",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564819,"2014-05-05 05:54:23","2014-05-05 05:54:23","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Santa Cruz",,"Yes","Yes","$1-10","No","close esplanade to traffic permanently","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564821,"2014-05-05 06:02:13","2014-05-05 06:02:13","63.249.68.13","US","United States","California","Female",,2,"63+","Word of Mouth",,"Community and family  fun",,"Walk",,,"Live Oak",,"Yes","Yes","$51-100","Yes",,,"No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564825,"2014-05-05 06:09:05","2014-05-05 06:09:05","63.249.68.13","US","United States","California","Female",,2,"41-62","I just happened upon it","radio ","Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Bike",,,"Pleasure Point",,"Yes","No","$100+","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564826,"2014-05-05 06:18:55","2014-05-05 06:18:55","63.249.68.13","US","United States","California","Male",,4,"0-17","Newspaper Article",,"Free activities| music & info booths",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$1-10","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564827,"2014-05-05 06:24:06","2014-05-05 06:24:06","63.249.68.13","US","United States","California","Female",,1,"41-62","Facebook",,"Community and family  fun",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","No","$11-25","Yes","maybe some art| sell popsicles| a water activity or two (like paddleboarding)| shaved ice| more marine ecology education",,"Open Streets updates and future events| Volunteer opportunities| Making a donation","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564828,"2014-05-05 06:45:24","2014-05-05 06:45:24","63.249.68.13","US","United States","California","Male",,4,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564829,"2014-05-05 06:51:16","2014-05-05 06:51:16","63.249.68.13","US","United States","California","Female",,"I did not come with my family","18-40",,"robert ","Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","Yes","food booths ","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564830,"2014-05-05 06:54:17","2014-05-05 06:54:17","63.249.68.13","US","United States","California","Female",,2,"41-62","Word of Mouth| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Santa Cruz",,"Yes","Yes","$1-10","Yes","more local artists",,"Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564833,"2014-05-05 07:00:57","2014-05-05 07:00:57","63.249.68.13","US","United States","California","Male",,1,"41-62","I just happened upon it",,"Closed road for walking| bicycling & playing",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0.3","iPad 1.6",
88564965,"2014-05-05 02:54:58","2014-05-05 02:54:58","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Word of Mouth",,,"Volunteering","Bike",,,"Live Oak",,"Yes","Yes","$1-10","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564967,"2014-05-05 02:57:49","2014-05-05 02:57:49","63.249.68.13","US","United States","California","Female",,4,"41-62","Word of Mouth",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564968,"2014-05-05 03:00:51","2014-05-05 03:00:51","63.249.68.13","US","United States","California","Female",,2,"41-62","Poster/Flier",,"Community and family  fun",,"Bike",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564970,"2014-05-05 03:06:41","2014-05-05 03:06:41","63.249.68.13","US","United States","California","Female",,4,"41-62","Poster/Flier","New Brighton middle school announcement","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$100+","Yes","Art booths","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564971,"2014-05-05 03:09:08","2014-05-05 03:09:08","63.249.68.13","US","United States","California","Male",,1,"18-40","Email/Web",,"Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Car",,"No",,"Salinas","Yes","No","$26-50","Yes","Closer parking","Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564972,"2014-05-05 03:10:36","2014-05-05 03:10:36","63.249.68.13","US","United States","California","Female",,2,"18-40","Poster/Flier",,"Closed road for walking| bicycling & playing",,"Bike",,,"Watsonville",,"Yes","Yes","$1-10","No",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564973,"2014-05-05 03:13:30","2014-05-05 03:13:30","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","Facebook",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564974,"2014-05-05 03:20:45","2014-05-05 03:20:45","63.249.68.13","US","United States","California","Male",,3,"41-62","Newspaper Article| Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$51-100","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564975,"2014-05-05 03:26:04","2014-05-05 03:26:04","63.249.68.13","US","United States","California","Female",,3,"41-62","Newspaper Article| Word of Mouth| Email/Web| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564976,"2014-05-05 03:30:45","2014-05-05 03:30:45","63.249.68.13","US","United States","California","Female",,1,"41-62","Good Times ad",,"Community and family  fun",,"Walk",,,"San Lorenzo Valley",,"Yes","No","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564979,"2014-05-05 03:35:36","2014-05-05 03:35:36","63.249.68.13","US","United States","California","Female",,2,"41-62","Newspaper Article| Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing| Community and family  fun",,,,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564980,"2014-05-05 03:39:05","2014-05-05 03:39:05","63.249.68.13","US","United States","California","Male",,4,"18-40","Word of Mouth| Poster/Flier| Good Times ad","I live in Capitola","Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","No","Just keep them coming","Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564981,"2014-05-05 03:43:02","2014-05-05 03:43:02","63.249.68.13","US","United States","California","Female",,1,"41-62","Email/Web",,"Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564982,"2014-05-05 03:48:26","2014-05-05 03:48:26","63.249.68.13","US","United States","California","Female",,2,"63+","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$11-25","No","More seating","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564983,"2014-05-05 03:52:58","2014-05-05 03:52:58","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths",,"Walk",,,"Soquel",,"Yes","Yes","$11-25","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564986,"2014-05-05 03:54:53","2014-05-05 03:54:53","63.249.68.13","US","United States","California","Male",,1,"41-62","Facebook",,"Closed road for walking| bicycling & playing",,"Walk",,,"Soquel",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564987,"2014-05-05 03:57:14","2014-05-05 03:57:14","63.249.68.13","US","United States","California","Female",,3,"18-40","Word of Mouth| Email/Web",,"Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564988,"2014-05-05 04:03:55","2014-05-05 04:03:55","63.249.68.13","US","United States","California","Female",,3,"18-40","Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564990,"2014-05-05 04:06:46","2014-05-05 04:06:46","63.249.68.13","US","United States","California","Male",,"5+","18-40","Facebook| Email/Web| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","No",,"No","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564992,"2014-05-05 04:10:03","2014-05-05 04:10:03","63.249.68.13","US","United States","California","Female",,"I did not come with my family","41-62","I just happened upon it",,"Free activities| music & info booths",,"Car",,"No","Soquel",,"Yes",,"$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564993,"2014-05-05 04:12:16","2014-05-05 04:12:16","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Newspaper Article",,"Free activities| music & info booths",,"Car",,"Yes",,"Manteca","Yes","Yes","$26-50","Yes","Salsa Dancing","Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564994,"2014-05-05 04:14:42","2014-05-05 04:14:42","63.249.68.13","US","United States","California","Female",,1,"18-40","Newspaper Article",,"Community and family  fun",,"Walk",,,"Soquel",,"Yes","Yes","$1-10","Yes","More public notice about the event","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564995,"2014-05-05 04:18:40","2014-05-05 04:18:40","63.249.68.13","US","United States","California","Female",,2,"41-62","Facebook",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Capitola",,"Yes","Yes","$51-100","No","More event like this ","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564996,"2014-05-05 04:20:57","2014-05-05 04:20:57","63.249.68.13","US","United States","California","Female",,"5+","18-40",,"Ea employee","Closed road for walking| bicycling & playing| Community and family  fun",,"Walk",,,"Pleasure Point",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564997,"2014-05-05 04:36:28","2014-05-05 04:36:28","63.249.68.13","US","United States","California","Female",,3,"63+","Newspaper Article| Facebook| Poster/Flier| Good Times ad",,"Closed road for walking| bicycling & playing| Community and family  fun| Shopping & Dining",,,"Car pool",,"Aptos/Rio Del Mar",,,"Yes","$51-100","Yes","Water avail|||doggie potty bags","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564998,"2014-05-05 04:40:41","2014-05-05 04:40:41","63.249.68.13","US","United States","California","Male",,"I did not come with my family","18-40","Facebook",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88564999,"2014-05-05 04:43:00","2014-05-05 04:43:00","63.249.68.13","US","United States","California","Female",,1,"63+",,"Friend","Closed road for walking| bicycling & playing",,"Walk",,,"Santa Cruz",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565002,"2014-05-05 04:52:41","2014-05-05 04:52:41","63.249.68.13","US","United States","California","Male",,,"63+",,"Sentinel","Free activities| music & info booths",,"Walk",,,"Live Oak",,"Yes","No","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565004,"2014-05-05 04:54:44","2014-05-05 04:54:44","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Bike",,,"I live outside of the county",,"Yes","Yes","$1-10","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565005,"2014-05-05 04:56:42","2014-05-05 04:56:42","63.249.68.13","US","United States","California","Female",,1,"18-40","Facebook",,"Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$26-50","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565007,"2014-05-05 04:58:51","2014-05-05 04:58:51","63.249.68.13","US","United States","California","Female",,"5+","18-40",,"Family","Free activities| music & info booths",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No","No","Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565009,"2014-05-05 05:03:07","2014-05-05 05:03:07","63.249.68.13","US","United States","California","Female",,2,"41-62","I just happened upon it",,"Community and family  fun",,"Public Transit",,,"Soquel",,"Yes","Yes","$11-25","No","I just love to be able to come by shuttle without traffic stress","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565010,"2014-05-05 05:11:50","2014-05-05 05:11:50","63.249.68.13","US","United States","California","Male",,"5+","18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$100+","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565011,"2014-05-05 05:13:54","2014-05-05 05:13:54","63.249.68.13","US","United States","California","Male",,"5+","18-40","Facebook",,"Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565013,"2014-05-05 05:16:09","2014-05-05 05:16:09","63.249.68.13","US","United States","California","Female",,2,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565015,"2014-05-05 05:34:56","2014-05-05 05:34:56","63.249.68.13","US","United States","California","Female",,3,"41-62",,"New Brighton school ","Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","No","Stay open later","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565016,"2014-05-05 05:38:31","2014-05-05 05:38:31","63.249.68.13","US","United States","California","Female",,1,"41-62","Word of Mouth",,"Free activities| music & info booths",,"Bike",,,"Aptos/Rio Del Mar",,"Yes","Yes","$51-100","Yes",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565018,"2014-05-05 05:43:06","2014-05-05 05:43:06","63.249.68.13","US","United States","California","Female",,4,"18-40","Newspaper Article",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565019,"2014-05-05 05:45:53","2014-05-05 05:45:53","63.249.68.13","US","United States","California","Male",,4,"41-62","Good Times ad",,"Free activities| music & info booths",,"Walk",,,"Aptos/Rio Del Mar",,"Yes","Yes","$11-25","No",,"Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565020,"2014-05-05 05:51:34","2014-05-05 05:51:34","63.249.68.13","US","United States","California","Male",,1,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun| Shopping & Dining",,"Bike",,,"Live Oak",,"Yes","Yes","$26-50","No","More community businesses and STREET FOOD Vendors","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565021,"2014-05-05 05:53:18","2014-05-05 05:53:18","63.249.68.13","US","United States","California","Male",,2,"18-40","Word of Mouth",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Pleasure Point",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565022,"2014-05-05 05:58:16","2014-05-05 05:58:16","63.249.68.13","US","United States","California","Female",,1,"41-62","Newspaper Article",,"Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","$1-10","No",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565024,"2014-05-05 06:28:37","2014-05-05 06:28:37","63.249.68.13","US","United States","California","Female",,1,"63+","Word of Mouth| Poster/Flier",,"Closed road for walking| bicycling & playing| Free activities| music & info booths| Community and family  fun",,"Walk",,,"Capitola",,"Yes","Yes","I have not and will not be spending money at the Capitola Village today","Yes",,"Yes","Volunteer opportunities","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565027,"2014-05-05 07:49:33","2014-05-05 07:49:33","63.249.68.13","US","United States","California","Male",,2,"41-62","Newspaper Article",,"Closed road for walking| bicycling & playing",,"Bike",,,"Soquel",,"Yes","Yes","$51-100","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 7.0","iPad 1.6",
88565445,"2014-05-05 02:46:10","2014-05-05 02:46:10","63.249.68.13","US","United States","California","Female",,2,"41-62","Email/Web",,"Community and family  fun",,"Walk",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565446,"2014-05-05 02:54:30","2014-05-05 02:54:30","63.249.68.13","US","United States","California","Male",,"I did not come with my family","63+","Word of Mouth",,"Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$26-50","Yes","More streets closed to motor vehicles","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565447,"2014-05-05 03:01:31","2014-05-05 03:01:31","63.249.68.13","US","United States","California","Male",,4,"41-62","Email/Web| Poster/Flier",,"Free activities| music & info booths",,"Public Transit",,,"Santa Cruz",,"Yes","Yes","$51-100","Yes","Have more food vendors. Even though there are resturants here its just one day.","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565449,"2014-05-05 03:07:06","2014-05-05 03:07:06","63.249.68.13","US","United States","California","Male",,4,"41-62","Word of Mouth",,"Closed road for walking| bicycling & playing",,"Walk",,,"Capitola",,"Yes","Yes","$51-100","Yes","Street magic","Yes","Open Streets updates and future events","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565450,"2014-05-05 03:09:23","2014-05-05 03:09:23","63.249.68.13","US","United States","California","Female",,1,"18-40","Word of Mouth",,"Shopping & Dining",,"Walk",,,,"Salinas","Yes","Yes","$26-50","Yes","More parking for residents and less parking fee ","Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565452,"2014-05-05 03:13:52","2014-05-05 03:13:52","63.249.68.13","US","United States","California","Female",,1,"41-62","Facebook",,"Community and family  fun",,"Bike",,,"Santa Cruz",,"Yes","Yes","$11-25","Yes","More of these","Yes","Open Streets updates and future events| Volunteer opportunities","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
88565453,"2014-05-05 03:20:19","2014-05-05 03:20:19","63.249.68.13","US","United States","California","Female",,2,"63+","Newspaper Article| Word of Mouth| Poster/Flier",,,"Ukelele player","Bike",,,"Pleasure Point",,"Yes","Yes","$11-25","No",,"Yes","No thanks","Mobile App| Direct","iOS 6.1.3","iPad 1.6",
