"Respondent ID","Start Date","EndDate","IP Address","Country Code","Country Name","State","heardOfBagBans","impressionOfBagBans",,"proposedBagBan","voteInFavor","includeFeeVoteYes","bagsFoundDecreased","trenchHasBags","carmelDoesntFee","highCostsPlasticBags","everyOtherCityFees","commentsOrSuggestions","howLongInSC","rentOrOwn","zip","childrenInHome","localMerchant","ageLower","whatYearBorn","gender","contactMeFor","Interviewers Name",,"Type","Platform","Agent","Referrer",,,
53897904,"2013-09-10 10:41:43","2013-09-10 10:41:43","70.197.1.90","US","United States","California","Yes","No opinion.",,"Yes","Probably yes","Probably yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"5 years or less","Own",95066,"Yes","No",35,"1978-1974 (age 35-39)","Male","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53900261,"2013-09-10 10:49:05","2013-09-10 10:49:05","70.197.1.90","US","United States","California","No",,,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"16-20 years","Own",95066,"No","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53913160,"2013-09-10 11:28:46","2013-09-10 11:28:46","70.197.1.90","US","United States","California","No",,,"No","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","ban plastic keep paper no fee. ","more than 20 years","Rent",95066,"Yes","Yes",55,"1958-1954 (age 55-59)","Female","I would not like to be contacted",,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
53915032,"2013-09-10 09:20:50","2013-09-10 09:20:50","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"more than 20 years","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would like to receive updates about this topic",,"Heather","Dawson",,,"Shaun","Mobile App, Direct","iOS 5.1.1","iPad 1.6"
53915034,"2013-09-10 09:58:36","2013-09-10 09:58:36","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Environment and its condition express who we are as a people. It is up to us to take good care of it.","more than 20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would like to receive a one-time link to the community forum on this topic, I would like to receive updates about this topic",,"Anne","Thomas",,,"Shaun","Mobile App, Direct","iOS 5.1.1","iPad 1.6"
53915036,"2013-09-10 10:14:40","2013-09-10 10:14:40","63.249.85.229","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Definitely yes","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Appreciate the survey being done. My answers are consistent with supporting it. Fully behind it. ","more than 20 years","Own",95066,"No","Yes",55,"1958-1954 (age 55-59)","Female","I would like to receive updates about this topic",,,,,,"Shaun","Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54144600,"2013-09-11 00:55:20","2013-09-11 00:55:20","70.197.1.90","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Rent",95066,"No","No",25,"1988-1984 (age 25-29)","Female","I would not like to be contacted",,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54212525,"2013-09-11 06:49:07","2013-09-11 06:49:07","70.197.1.90","US","United States","California",,"They've had a positive impact.",,,,,,,,,,,,,,,,0,,,,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54213421,"2013-09-11 06:52:21","2013-09-11 06:52:21","70.197.1.90","US","United States","California","Yes",,,,,,,,,,,,,,,,,0,,,,,,,,"Kelly Malinowski",,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54213618,"2013-09-11 06:53:05","2013-09-11 06:53:05","70.197.1.90","US","United States","California","Yes",,,,,,,,,,,,,,,,,0,,,,,,,,,,"Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54286887,"2013-09-11 09:31:54","2013-09-11 09:31:54","174.253.241.253","US","United States","California","Yes","They've had little to no impact.","People buy plastic bags","Yes","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","I know people are still using plastic and tons of negatives to reusable bags job loss","11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,"Lea","Reed",,,"Rachel kippen","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54286889,"2013-09-11 10:06:14","2013-09-11 10:06:14","174.253.241.253","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Wish we could have done this years ago","5 years or less","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Female","I would like to receive updates about this topic, I would like to volunteer with Save Our Shores",,"Elizabeth","Svensson",,,"Rachel kippen","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54286894,"2013-09-11 10:16:48","2013-09-11 10:16:48","174.253.241.253","US","United States","California","Yes","No opinion.",,"No","Definitely yes","Probably yes","Makes no difference","Makes no difference","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Where does the ten cent fee go? A way for the fee to be credited towards reusable bag purchase","11-15 years","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"Matthew","Schwab",,,"Rachel kippen","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54286901,"2013-09-11 10:26:07","2013-09-11 10:26:07","174.253.241.253","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Whats the money could be used for?","5 years or less","Own",95066,"Yes","No",40,"1973-1969 (age 40-44)","Male","I would not like to be contacted",,"Henry","Kondrat",,,"Rachel kippen","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54288570,"2013-09-11 09:16:04","2013-09-11 09:16:04","63.249.85.229","US","United States","California","Yes","No opinion.",,"No","Probably yes","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","Offer boxes to put items purchased in like at Costco and do not offer bags or Donate bag fee to a nonprofit.","11-15 years","Own",95066,"Yes","Yes",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288571,"2013-09-11 09:42:17","2013-09-11 09:42:17","63.249.85.229","US","United States","California","No",,,"No","Definitely no","Definitely no","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Makes no difference","Plastic bags are great for pet owners to dispose of feces and in house garbage receptacles. Emphasis should be on enforcing litter laws.","16-20 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288572,"2013-09-11 09:50:11","2013-09-11 09:50:11","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee",,"11-15 years","Rent",95066,"Yes","No",18,"1995-1989 (age 18-24)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288575,"2013-09-11 10:00:24","2013-09-11 10:00:24","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","All fees should be donated to schools or community services and not be kept by businesses. Cost of bags is already in pricing of products.","more than 20 years","Own",95066,"No","Yes",60,"1953-1949 (age 60-64)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288580,"2013-09-11 10:11:54","2013-09-11 10:11:54","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"5 years or less","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288585,"2013-09-11 10:23:22","2013-09-11 10:23:22","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","Much more likely to support a $0.10 fee",,"6-10 years",,95066,"No","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54288587,"2013-09-11 10:39:51","2013-09-11 10:39:51","63.249.85.229","US","United States","California","Yes","They've had a positive impact.",,"No","Definitely yes","Probably yes","Much more likely to support a ban","Much more likely to support a ban","Much more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Makes no difference","Appropriate to ban plastic. Better to use reusable.","16-20 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Male","I would not like to be contacted",,,,,"Brad Hunt",,"Mobile App, Direct","iOS 5.1.1","iPad 1.6"
54603273,"2013-09-12 09:36:18","2013-09-12 09:36:18","70.197.3.61","US","United States","California","Yes","They've had a positive impact., The fee for paper bags is too high.",,"No","Definitely yes","Probably no","Much more likely to support a ban","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","i don&apos believe a fee should be charged. Somebody is making money off this.   ","6-10 years","Own",95066,"Yes","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"mary ","gilliland",,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603277,"2013-09-12 10:03:40","2013-09-12 10:03:40","70.197.3.61","US","United States","California","Yes","They've had a positive impact.",,"Yes","Definitely yes","Definitely yes","Much more likely to support a ban","Much more likely to support a ban","Somewhat more likely to support a $0.10 fee","Somewhat more likely to support a $0.10 fee","Much more likely to support a $0.10 fee","sooner we start taking reusablr bags the better","11-15 years","Own",95066,"No","No",55,"1958-1954 (age 55-59)","Female","I would like to receive updates about this topic",,"kathleen ","clapham-ross",,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603279,"2013-09-12 10:08:43","2013-09-12 10:08:43","70.197.3.61","US","United States","California","Yes","No opinion.",,"Yes","Definitely no","Definitely no","Somewhat more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"more than 20 years","Rent",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"jim morrisson",,,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603280,"2013-09-12 10:14:21","2013-09-12 10:14:21","70.197.3.61","US","United States","California","Yes","They've had a negative impact.",,"Yes","Definitely no","Definitely no","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Makes no difference","Somewhat more likely to support a $0.10 fee","Makes no difference",,"16-20 years","Rent",95066,"Yes","No",45,"1968-1964 (age 45-49)","Female","I would not like to be contacted",,"kathy","morrison",,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603281,"2013-09-12 10:29:52","2013-09-12 10:29:52","70.197.3.61","US","United States","California","Yes","The fee for paper bags is too high.",,"Yes","Definitely yes","Definitely no","Much more likely to support a ban","Makes no difference","Makes no difference","Makes no difference","Makes no difference",,"11-15 years","Own",95066,"No","No",68,"1948 or earlier (age 65+)","Female","I would not like to be contacted",,"ana ","san nicolas",,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
54603283,"2013-09-12 10:43:16","2013-09-12 10:43:16","70.197.3.61","US","United States","California","Yes","They've had little to no impact.",,"Yes","Probably yes","Probably yes","Somewhat more likely to support a ban","Somewhat more likely to support a ban","Somewhat more likely to support a $0.10 fee","Makes no difference","Makes no difference",,"5 years or less","Own",95066,"Yes","No",45,"1968-1964 (age 45-49)","Male","I would not like to be contacted",,"niko","henderson",,,"ann bodine","Mobile App, Direct","iOS 6.1.3","iPad 1.6"
